dr8objid,dr7objid,ra,dec,rastring,decstring,sample,total_classifications,total_votes,t01_smooth_or_features_a01_smooth_count,t01_smooth_or_features_a01_smooth_weight,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a01_smooth_weighted_fraction,t01_smooth_or_features_a01_smooth_debiased,t01_smooth_or_features_a01_smooth_flag,t01_smooth_or_features_a02_features_or_disk_count,t01_smooth_or_features_a02_features_or_disk_weight,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a02_features_or_disk_weighted_fraction,t01_smooth_or_features_a02_features_or_disk_debiased,t01_smooth_or_features_a02_features_or_disk_flag,t01_smooth_or_features_a03_star_or_artifact_count,t01_smooth_or_features_a03_star_or_artifact_weight,t01_smooth_or_features_a03_star_or_artifact_fraction,t01_smooth_or_features_a03_star_or_artifact_weighted_fraction,t01_smooth_or_features_a03_star_or_artifact_debiased,t01_smooth_or_features_a03_star_or_artifact_flag,t02_edgeon_a04_yes_count,t02_edgeon_a04_yes_weight,t02_edgeon_a04_yes_fraction,t02_edgeon_a04_yes_weighted_fraction,t02_edgeon_a04_yes_debiased,t02_edgeon_a04_yes_flag,t02_edgeon_a05_no_count,t02_edgeon_a05_no_weight,t02_edgeon_a05_no_fraction,t02_edgeon_a05_no_weighted_fraction,t02_edgeon_a05_no_debiased,t02_edgeon_a05_no_flag,t03_bar_a06_bar_count,t03_bar_a06_bar_weight,t03_bar_a06_bar_fraction,t03_bar_a06_bar_weighted_fraction,t03_bar_a06_bar_debiased,t03_bar_a06_bar_flag,t03_bar_a07_no_bar_count,t03_bar_a07_no_bar_weight,t03_bar_a07_no_bar_fraction,t03_bar_a07_no_bar_weighted_fraction,t03_bar_a07_no_bar_debiased,t03_bar_a07_no_bar_flag,t04_spiral_a08_spiral_count,t04_spiral_a08_spiral_weight,t04_spiral_a08_spiral_fraction,t04_spiral_a08_spiral_weighted_fraction,t04_spiral_a08_spiral_debiased,t04_spiral_a08_spiral_flag,t04_spiral_a09_no_spiral_count,t04_spiral_a09_no_spiral_weight,t04_spiral_a09_no_spiral_fraction,t04_spiral_a09_no_spiral_weighted_fraction,t04_spiral_a09_no_spiral_debiased,t04_spiral_a09_no_spiral_flag,t05_bulge_prominence_a10_no_bulge_count,t05_bulge_prominence_a10_no_bulge_weight,t05_bulge_prominence_a10_no_bulge_fraction,t05_bulge_prominence_a10_no_bulge_weighted_fraction,t05_bulge_prominence_a10_no_bulge_debiased,t05_bulge_prominence_a10_no_bulge_flag,t05_bulge_prominence_a11_just_noticeable_count,t05_bulge_prominence_a11_just_noticeable_weight,t05_bulge_prominence_a11_just_noticeable_fraction,t05_bulge_prominence_a11_just_noticeable_weighted_fraction,t05_bulge_prominence_a11_just_noticeable_debiased,t05_bulge_prominence_a11_just_noticeable_flag,t05_bulge_prominence_a12_obvious_count,t05_bulge_prominence_a12_obvious_weight,t05_bulge_prominence_a12_obvious_fraction,t05_bulge_prominence_a12_obvious_weighted_fraction,t05_bulge_prominence_a12_obvious_debiased,t05_bulge_prominence_a12_obvious_flag,t05_bulge_prominence_a13_dominant_count,t05_bulge_prominence_a13_dominant_weight,t05_bulge_prominence_a13_dominant_fraction,t05_bulge_prominence_a13_dominant_weighted_fraction,t05_bulge_prominence_a13_dominant_debiased,t05_bulge_prominence_a13_dominant_flag,t06_odd_a14_yes_count,t06_odd_a14_yes_weight,t06_odd_a14_yes_fraction,t06_odd_a14_yes_weighted_fraction,t06_odd_a14_yes_debiased,t06_odd_a14_yes_flag,t06_odd_a15_no_count,t06_odd_a15_no_weight,t06_odd_a15_no_fraction,t06_odd_a15_no_weighted_fraction,t06_odd_a15_no_debiased,t06_odd_a15_no_flag,t07_rounded_a16_completely_round_count,t07_rounded_a16_completely_round_weight,t07_rounded_a16_completely_round_fraction,t07_rounded_a16_completely_round_weighted_fraction,t07_rounded_a16_completely_round_debiased,t07_rounded_a16_completely_round_flag,t07_rounded_a17_in_between_count,t07_rounded_a17_in_between_weight,t07_rounded_a17_in_between_fraction,t07_rounded_a17_in_between_weighted_fraction,t07_rounded_a17_in_between_debiased,t07_rounded_a17_in_between_flag,t07_rounded_a18_cigar_shaped_count,t07_rounded_a18_cigar_shaped_weight,t07_rounded_a18_cigar_shaped_fraction,t07_rounded_a18_cigar_shaped_weighted_fraction,t07_rounded_a18_cigar_shaped_debiased,t07_rounded_a18_cigar_shaped_flag,t08_odd_feature_a19_ring_count,t08_odd_feature_a19_ring_weight,t08_odd_feature_a19_ring_fraction,t08_odd_feature_a19_ring_weighted_fraction,t08_odd_feature_a19_ring_debiased,t08_odd_feature_a19_ring_flag,t08_odd_feature_a20_lens_or_arc_count,t08_odd_feature_a20_lens_or_arc_weight,t08_odd_feature_a20_lens_or_arc_fraction,t08_odd_feature_a20_lens_or_arc_weighted_fraction,t08_odd_feature_a20_lens_or_arc_debiased,t08_odd_feature_a20_lens_or_arc_flag,t08_odd_feature_a21_disturbed_count,t08_odd_feature_a21_disturbed_weight,t08_odd_feature_a21_disturbed_fraction,t08_odd_feature_a21_disturbed_weighted_fraction,t08_odd_feature_a21_disturbed_debiased,t08_odd_feature_a21_disturbed_flag,t08_odd_feature_a22_irregular_count,t08_odd_feature_a22_irregular_weight,t08_odd_feature_a22_irregular_fraction,t08_odd_feature_a22_irregular_weighted_fraction,t08_odd_feature_a22_irregular_debiased,t08_odd_feature_a22_irregular_flag,t08_odd_feature_a23_other_count,t08_odd_feature_a23_other_weight,t08_odd_feature_a23_other_fraction,t08_odd_feature_a23_other_weighted_fraction,t08_odd_feature_a23_other_debiased,t08_odd_feature_a23_other_flag,t08_odd_feature_a24_merger_count,t08_odd_feature_a24_merger_weight,t08_odd_feature_a24_merger_fraction,t08_odd_feature_a24_merger_weighted_fraction,t08_odd_feature_a24_merger_debiased,t08_odd_feature_a24_merger_flag,t08_odd_feature_a38_dust_lane_count,t08_odd_feature_a38_dust_lane_weight,t08_odd_feature_a38_dust_lane_fraction,t08_odd_feature_a38_dust_lane_weighted_fraction,t08_odd_feature_a38_dust_lane_debiased,t08_odd_feature_a38_dust_lane_flag,t09_bulge_shape_a25_rounded_count,t09_bulge_shape_a25_rounded_weight,t09_bulge_shape_a25_rounded_fraction,t09_bulge_shape_a25_rounded_weighted_fraction,t09_bulge_shape_a25_rounded_debiased,t09_bulge_shape_a25_rounded_flag,t09_bulge_shape_a26_boxy_count,t09_bulge_shape_a26_boxy_weight,t09_bulge_shape_a26_boxy_fraction,t09_bulge_shape_a26_boxy_weighted_fraction,t09_bulge_shape_a26_boxy_debiased,t09_bulge_shape_a26_boxy_flag,t09_bulge_shape_a27_no_bulge_count,t09_bulge_shape_a27_no_bulge_weight,t09_bulge_shape_a27_no_bulge_fraction,t09_bulge_shape_a27_no_bulge_weighted_fraction,t09_bulge_shape_a27_no_bulge_debiased,t09_bulge_shape_a27_no_bulge_flag,t10_arms_winding_a28_tight_count,t10_arms_winding_a28_tight_weight,t10_arms_winding_a28_tight_fraction,t10_arms_winding_a28_tight_weighted_fraction,t10_arms_winding_a28_tight_debiased,t10_arms_winding_a28_tight_flag,t10_arms_winding_a29_medium_count,t10_arms_winding_a29_medium_weight,t10_arms_winding_a29_medium_fraction,t10_arms_winding_a29_medium_weighted_fraction,t10_arms_winding_a29_medium_debiased,t10_arms_winding_a29_medium_flag,t10_arms_winding_a30_loose_count,t10_arms_winding_a30_loose_weight,t10_arms_winding_a30_loose_fraction,t10_arms_winding_a30_loose_weighted_fraction,t10_arms_winding_a30_loose_debiased,t10_arms_winding_a30_loose_flag,t11_arms_number_a31_1_count,t11_arms_number_a31_1_weight,t11_arms_number_a31_1_fraction,t11_arms_number_a31_1_weighted_fraction,t11_arms_number_a31_1_debiased,t11_arms_number_a31_1_flag,t11_arms_number_a32_2_count,t11_arms_number_a32_2_weight,t11_arms_number_a32_2_fraction,t11_arms_number_a32_2_weighted_fraction,t11_arms_number_a32_2_debiased,t11_arms_number_a32_2_flag,t11_arms_number_a33_3_count,t11_arms_number_a33_3_weight,t11_arms_number_a33_3_fraction,t11_arms_number_a33_3_weighted_fraction,t11_arms_number_a33_3_debiased,t11_arms_number_a33_3_flag,t11_arms_number_a34_4_count,t11_arms_number_a34_4_weight,t11_arms_number_a34_4_fraction,t11_arms_number_a34_4_weighted_fraction,t11_arms_number_a34_4_debiased,t11_arms_number_a34_4_flag,t11_arms_number_a36_more_than_4_count,t11_arms_number_a36_more_than_4_weight,t11_arms_number_a36_more_than_4_fraction,t11_arms_number_a36_more_than_4_weighted_fraction,t11_arms_number_a36_more_than_4_debiased,t11_arms_number_a36_more_than_4_flag,t11_arms_number_a37_cant_tell_count,t11_arms_number_a37_cant_tell_weight,t11_arms_number_a37_cant_tell_fraction,t11_arms_number_a37_cant_tell_weighted_fraction,t11_arms_number_a37_cant_tell_debiased,t11_arms_number_a37_cant_tell_flag
1237648702960959728,587722981736054938,170.8056,-1.182146,11:23:13.34,-01:10:55.7,"   extra",45,168,20,19.806,0.444,0.445,0.1351313,False,25,24.707,0.556,0.555,0.8837399,True,0,0,0,0,0,False,25,24.707,0.962,0.961,0.9079775,True,1,1,0.038,0.039,0.0988726,False,False,False,0,0,0,False,1,1,1,1,1,False,0,0,0,0,0,False,1,1,1,1,1,False,1,1,1,1,1,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,6,5.707,0.133,0.128,0.1439541,False,39,38.806,0.867,0.872,0.8626782,True,0,0,0,0,0,False,0,0,0,0,0,False,19,18.806,1,1,1,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,1,1,0.167,0.175,0.175,False,1,0.707,0.167,0.124,0.124,False,4,4,0.667,0.701,0.701,False,4,4,0.167,0.169,0.169,False,1,1,0.042,0.042,0.042,False,19,18.707,0.792,0.789,0.789,False,0,0,0,0,0,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False
1237648702961483820,587722981736579107,171.9909,-1.214009,11:27:57.82,-01:12:50.4,original,43,181,27,27,0.628,0.648,0.648,False,14,14,0.326,0.336,0.336,False,2,0.636,0.047,0.015,0.015,False,3,3,0.214,0.214,0.214,False,11,11,0.786,0.786,0.786,False,False,False,0,0,0,False,11,11,1,1,1,True,3,3,0.3,0.3,0.3,False,7,7,0.7,0.7,0.7,False,0,0,0,0,0,False,5,5,0.5,0.5,0.5,False,4,4,0.4,0.4,0.4,False,1,1,0.1,0.1,0.1,False,16,16,0.39,0.39,0.39,False,25,25,0.61,0.61,0.61,False,2,2,0.074,0.074,0.074,False,4,4,0.148,0.148,0.148,False,21,21,0.778,0.778,0.778,False,6,6,0.375,0.375,0.375,False,0,0,0,0,0,False,0,0,0,0,0,False,1,1,0.062,0.062,0.062,False,5,5,0.312,0.312,0.312,False,4,4,0.25,0.25,0.25,False,0,0,0,0,0,False,1,1,0.333,0.333,0.333,False,1,1,0.333,0.333,0.333,False,1,1,0.333,0.333,0.333,False,2,2,0.667,0.667,0.667,False,True,True,0.333,0.333,0.333,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0.667,0.667,0.667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.333,0.333,0.333,False
1237648702963974233,587722981739069541,177.6319,-1.105126,11:50:31.65,-01:06:18.5,"   extra",49,144,46,46,0.939,0.993,0.9949857,True,0,0,0,0,0,False,3,0.328,0.061,0.007,0.005014317,False,0,0,0,0,0,False,0,0,0,0,0,False,False,False,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,3,3,0.065,0.065,0.0705734,False,43,43,0.935,0.935,0.9227494,True,42,42,0.913,0.913,0.8783631,True,4,4,0.087,0.087,0.1121073,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,1,1,0.333,0.333,0.333,False,0,0,0,0,0,False,2,2,0.667,0.667,0.667,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False
1237648702966595734,587722981741691055,183.75,-1.144377,12:14:60.00,-01:08:39.8,original,44,133,40,40,0.909,0.909,0.909,True,1,1,0.023,0.023,0.023,False,3,3,0.068,0.068,0.068,False,0,0,0,0,0,False,1,1,1,1,1,False,True,True,1,1,1,False,0,0,0,0,0,False,0,0,0,0,0,False,1,1,1,1,1,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,1,1,1,1,1,False,4,4,0.098,0.098,0.098,False,37,37,0.902,0.902,0.902,True,37,37,0.925,0.925,0.925,True,3,3,0.075,0.075,0.075,False,0,0,0,0,0,False,0,0,0,0,0,False,1,1,0.25,0.25,0.25,False,0,0,0,0,0,False,0,0,0,0,0,False,3,3,0.75,0.75,0.75,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False
1237648702968496406,587722981743591718,188.0403,-1.095259,12:32:09.68,-01:05:42.9,"   extra",48,155,36,36,0.75,0.766,0.5521557,False,10,10,0.208,0.213,0.2127872,False,2,1.018,0.042,0.022,0.02197802,False,9,9,0.9,0.9,0.8930123,False,1,1,0.1,0.1,0.1031361,False,False,False,0,0,0,False,1,1,1,1,1,False,0,0,0,0,0,False,1,1,1,1,1,False,1,1,1,1,1,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,3,3,0.065,0.065,0.04349619,False,43,43,0.935,0.935,0.9652388,True,0,0,0,0,0,False,1,1,0.028,0.028,0.028,False,35,35,0.972,0.972,0.972,True,0,0,0,0,0,False,0,0,0,0,0,False,1,1,0.333,0.333,0.333,False,1,1,0.333,0.333,0.333,False,1,1,0.333,0.333,0.333,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,9,9,1,1,1,True,0,0,0,0,0,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False
1237648702969348437,587722981744443741,190.0111,-1.049448,12:40:02.67,-01:02:58.0,"   extra",48,207,28,27.415,0.583,0.587,0.5126269,False,17,17,0.354,0.364,0.364,False,3,2.296,0.062,0.049,0.049,False,4,4,0.235,0.235,0.2459749,False,13,13,0.765,0.765,0.74709,False,False,False,0,0,0,False,13,13,1,1,1,True,0,0,0,0,0,False,13,13,1,1,1,True,13,13,1,1,1,True,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,26,25.415,0.578,0.572,0.4812184,False,19,19,0.422,0.428,0.5597205,False,0,0,0,0,0,False,8,8,0.286,0.292,0.292,False,20,19.415,0.714,0.708,0.708,False,0,0,0,0,0,False,1,1,0.038,0.039,0.039,False,2,2,0.077,0.079,0.079,False,19,18.415,0.731,0.725,0.725,False,4,4,0.154,0.157,0.157,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,4,4,1,1,1,False,0,0,0,0,0,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False
1237648702969675944,587722981744771180,190.6838,-1.232521,12:42:44.12,-01:13:57.1,"   extra",48,156,40,40,0.833,0.833,0.827419,True,3,3,0.062,0.062,0.08293169,False,5,5,0.104,0.104,0.1041041,False,0,0,0,0,0,False,3,3,1,1,1,False,False,False,0,0,0,False,3,3,1,1,1,False,1,1,0.333,0.333,0.871147,False,2,2,0.667,0.667,0.1419257,False,0,0,0,0,0,False,1,1,0.333,0.333,0.7017807,False,2,2,0.667,0.667,0.2980008,False,0,0,0,0,0,False,11,11,0.256,0.256,0.2887323,False,32,32,0.744,0.744,0.7124807,False,35,35,0.875,0.875,0.8335644,True,5,5,0.125,0.125,0.125,False,0,0,0,0,0,False,0,0,0,0,0,False,2,2,0.182,0.182,0.182,False,1,1,0.091,0.091,0.091,False,0,0,0,0,0,False,8,8,0.727,0.727,0.727,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,False,False,0,0,0,False,True,True,True,True,True,False,False,False,False,False,False,False,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,1,False
0,587722981745164540,191.5579,-1.178387,12:46:13.90,-01:10:42.2,"   extra",45,182,35,35,0.778,0.778,0.4785124,False,10,10,0.222,0.222,0.3669141,False,0,0,0,0,0,False,0,0,0,0,0,False,10,10,1,1,1,False,False,False,0,0,0,False,10,10,1,1,1,True,1,1,0.1,0.1,0.1529794,False,9,9,0.9,0.9,0.8481146,True,10,10,1,1,1,True,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,17,17,0.386,0.386,0.3174441,False,27,27,0.614,0.614,0.7257019,False,9,9,0.265,0.265,0.2832309,False,24,24,0.706,0.706,0.6821179,False,1,1,0.029,0.029,0.029,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,11,11,0.647,0.647,0.647,False,6,6,0.353,0.353,0.353,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,False,False,0,0,0,False,True,True,True,True,True,False,True,True,True,True,True,False,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False
1237648702970265758,587722981745361062,192.0633,-1.065016,12:48:15.20,-01:03:54.1,"   extra",46,174,11,11,0.239,0.243,0.03569292,False,33,33,0.717,0.728,0.9904959,True,2,1.311,0.043,0.029,0.003653917,False,32,32,1,1,1,True,0,0,0,0,0,False,False,False,0,0,0,False,1,1,1,1,1,False,1,1,1,1,1,False,0,0,0,0,0,False,0,0,0,0,0,False,1,1,1,1,1,False,0,0,0,0,0,False,0,0,0,0,0,False,4,4,0.091,0.091,0.1296443,False,40,40,0.909,0.909,0.8597181,True,0,0,0,0,0,False,0,0,0,0,0,False,11,11,1,1,1,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,1,1,0.25,0.25,0.2217026,False,3,3,0.75,0.75,0.7782974,False,0,0,0,0,0,False,13,13,0.406,0.406,0.390784,False,18,18,0.562,0.562,0.5770898,False,1,1,0.031,0.031,0.03212411,False,0,0,0,0,0,False,False,False,0,0,0,False,True,True,True,True,True,False,False,False,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False
0,587722981745819655,193.0919,-1.199559,12:52:22.07,-01:11:58.4,original,46,221,17,17,0.37,0.378,0.378,False,22,22,0.478,0.489,0.489,False,7,6.022,0.152,0.134,0.134,False,3,3,0.136,0.136,0.136,False,19,19,0.864,0.864,0.864,True,True,True,0.053,0.053,0.053,False,18,18,0.947,0.947,0.947,True,0,0,0,0,0,False,19,19,1,1,1,True,4,4,0.211,0.211,0.211,False,2,2,0.105,0.105,0.105,False,7,7,0.368,0.368,0.368,False,6,6,0.316,0.316,0.316,False,37,37,0.949,0.949,0.949,True,2,2,0.051,0.051,0.051,False,0,0,0,0,0,False,16,16,0.941,0.941,0.941,False,1,1,0.059,0.059,0.059,False,0,0,0,0,0,False,0,0,0,0,0,False,4,4,0.108,0.108,0.108,False,12,12,0.324,0.324,0.324,False,15,15,0.405,0.405,0.405,False,1,1,0.027,0.027,0.027,False,5,5,0.135,0.135,0.135,False,3,3,1,1,1,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,False,False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,False